wtp_irr_per_qaly,incremental_cost_irr,incremental_qaly,icer_irr_per_qaly,incremental_nmb_irr,cost_effective,break_even_wtp_irr_per_qaly
18000000000,33427846822.8429,0.24027721582996975,139122000008.93073,-29102856937.903442,false,139122000008.93073
