incremental_cost_irr,incremental_qaly,icer_irr_per_qaly,incremental_nmb_irr,cost_effective,bleeds_avoided,joint_bleeds_avoided,relative_bleed_reduction,incremental_cost_per_bleed_avoided_irr,absolute_mortality_reduction,relative_mortality_reduction,relative_ich_mortality_reduction,deaths_avoided_per_1000,number_needed_to_treat_to_avoid_one_death
33427846822.8429,0.24027721582996975,139122000008.93073,-29102856937.903442,false,116.78830000000002,95.72318,0.7771860013713917,286225990.299053,0.01586,0.7530864197530864,0.9814585908529048,15.86,63.051702395964696
