incremental_cost_irr,incremental_qaly,primary_wtp_irr_per_qaly,break_even_wtp_irr_per_qaly,break_even_wtp_billion_irr_per_qaly,primary_wtp_as_fraction_of_break_even,break_even_to_primary_wtp_ratio
33427846822.8429,0.24027721582996975,18000000000,139122000008.93073,139.1220000089307,0.12938284382660195,7.729000000496152
